row_index,base_value,predicted_value,model_prediction,additive_consistent,feature_name,feature_value,shap_value,direction
12,18.887224,19.279710214637756,19.272493362426758,True,price_deviation_rolling_7,-8.241428571428571,0.3082951307296753,positive
12,18.887224,19.279710214637756,19.272493362426758,True,week_sin,6.432490598706546e-16,0.2666829526424408,positive
12,18.887224,19.279710214637756,19.272493362426758,True,day_of_year,357.0,0.24720405042171478,positive
12,18.887224,19.279710214637756,19.272493362426758,True,competitor_price_ratio,0.8731262520435653,0.13734206557273865,positive
12,18.887224,19.279710214637756,19.272493362426758,True,week_cos,1.0,0.10141392052173615,positive
12,18.887224,19.279710214637756,19.272493362426758,True,price_lag_7,383.94,0.09620871394872665,positive
12,18.887224,19.279710214637756,19.272493362426758,True,demand_rolling_mean_14,16.571428571428573,0.08987446129322052,positive
12,18.887224,19.279710214637756,19.272493362426758,True,demand_lag_7,19.0,-1.196494698524475,negative
12,18.887224,19.279710214637756,19.272493362426758,True,log_price,5.938037398725121,-0.7395671010017395,negative
12,18.887224,19.279710214637756,19.272493362426758,True,demand_rolling_mean_28,16.321428571428573,-0.4513346254825592,negative
12,18.887224,19.279710214637756,19.272493362426758,True,price_to_cost_markup,1.6852888888888888,-0.35360947251319885,negative
12,18.887224,19.279710214637756,19.272493362426758,True,revenue_lag_7,7294.86,-0.11916998773813248,negative
12,18.887224,19.279710214637756,19.272493362426758,True,demand_rolling_mean_7,15.714285714285714,-0.115933857858181,negative
12,18.887224,19.279710214637756,19.272493362426758,True,competitor_price,434.29,-0.08697187155485153,negative
12,18.887224,19.279710214637756,19.272493362426758,True,unit_gross_margin_pct,40.662992167514965,-0.06589289009571075,negative
12,18.887224,19.279710214637756,19.272493362426758,True,demand_rolling_std_28,3.7717622507510296,-0.05508117750287056,negative
12,18.887224,19.279710214637756,19.272493362426758,True,inventory_level,278.0,-0.05235316604375839,negative
